CustomerID,CustomerName,Email,OrderID,OrderDate,ProductName,Category,Quantity,UnitPrice,TotalPrice,TransactionType
5382,Charlie,charlie36@gmail.com,31847,2022-09-16,Monitor,Furniture,0,1455.71,0,"No Sales"
2421,Hannah,hannah38@gmail.com,32407,2021-08-02,Monitor,Tech,0,1457.73,0,"No Sales"
3816,Hannah,hannah40@gmail.com,39293,2024-09-18,Laptop,Accessories,6,181.41,1088.5,sales
3443,Fiona,fiona41@gmail.com,47780,2021-12-09,Printer,Tech,-1,650.59,-650.6,Returns
4082,Alice,alice42@gmail.com,47251,2023-07-20,Keyboard,Tech,0,1378.23,0,"No Sales"
5859,Charlie,charlie43@gmail.com,35663,2021-12-14,Keyboard,Tech,-3,806.18,-2418.5,Returns
2368,Alice,alice44@gmail.com,29420,2021-10-16,Phone,Tech,4,305.42,1221.7,sales
1135,Eva,eva45@gmail.com,48801,2024-10-10,Keyboard,Tech,9,752.5,6772.5,sales
2329,Charlie,charlie47@gmail.com,49823,2023-12-16,Mouse,Furniture,0,12.07,0,"No Sales"
3795,Alice,alice48@gmail.com,35639,2023-05-20,Tablet,Furniture,4,754.98,3019.9,sales
1624,Alice,alice50@gmail.com,33470,2024-11-03,Mouse,Tech,0,511.07,0,"No Sales"
2496,George,george51@gmail.com,29223,2021-07-25,Tablet,Tech,4,612.77,2451.1,sales
2219,Hannah,hannah52@gmail.com,22814,2022-05-13,Printer,Tech,-3,1367.24,-4101.7,Returns
5627,Charlie,charlie54@gmail.com,45086,2023-11-04,Tablet,Tech,1,1040.35,1040.4,sales
4401,Charlie,charlie55@gmail.com,41662,2024-02-26,Keyboard,Furniture,4,217,868,sales
3876,Fiona,fiona56@gmail.com,30846,2021-12-17,Printer,Tech,6,1402,8412,sales
2790,Fiona,fiona57@gmail.com,30081,2022-07-30,Printer,Tech,5,967.14,4835.7,sales
1950,David,david60@gmail.com,31442,2022-10-21,Monitor,Accessories,-3,448.07,-1344.2,Returns
3546,Alice,alice61@gmail.com,47678,2023-12-15,Laptop,Tech,5,1090.75,5453.8,sales
2783,Fiona,fiona63@gmail.com,21273,2022-06-26,Tablet,Tech,-2,633.13,-1266.3,Returns
1546,Alice,alice64@gmail.com,22712,2022-01-27,Headphones,Furniture,0,1431.8,0,"No Sales"
3707,Alice,alice67@gmail.com,37287,2024-10-25,Mouse,Furniture,6,699.1,4194.6,sales
1265,George,george68@gmail.com,38898,2021-10-01,Mouse,Tech,9,623.65,5612.8,sales
3586,Alice,alice70@gmail.com,45596,2021-01-13,Headphones,Accessories,-2,251.15,-502.3,Returns
3817,Hannah,hannah71@gmail.com,28762,2023-01-01,Mouse,Accessories,5,792.35,3961.8,sales
3817,Hannah,hannah72@gmail.com,28762,2021-01-15,Tablet,Furniture,7,11.75,82.2,sales
4803,David,david74@gmail.com,47154,2024-02-21,Keyboard,Tech,-3,1476.49,-4429.5,Returns
1574,David,david75@gmail.com,33705,2021-05-11,Headphones,Tech,-2,1478.23,-2956.5,Returns
4960,Eva,eva76@gmail.com,45435,2021-03-10,Phone,Tech,0,1381.99,0,"No Sales"
4203,Eva,eva77@gmail.com,48283,2022-01-13,Phone,Tech,3,962.46,2887.4,sales
3459,Charlie,charlie78@gmail.com,45717,2024-06-29,Printer,Accessories,1,845.18,845.2,sales
3459,Bob,bob79@gmail.com,45717,2021-08-27,Mouse,Tech,2,286.22,572.4,sales
4815,Hannah,hannah84@gmail.com,29869,2024-01-25,Printer,Accessories,-2,357.85,-715.7,Returns
5539,David,david85@gmail.com,23987,2023-12-14,Tablet,Tech,-2,931.84,-1863.7,Returns
5539,George,george86@gmail.com,23987,2021-10-29,Headphones,Accessories,0,636.4,0,"No Sales"
2044,Hannah,hannah87@gmail.com,33531,2022-06-11,Headphones,Furniture,0,875.3,0,"No Sales"
3185,Eva,eva89@gmail.com,28786,2021-06-23,Tablet,Furniture,0,1196.95,0,"No Sales"
4168,Hannah,hannah90@gmail.com,24495,2021-02-01,Tablet,Furniture,2,24.45,48.9,sales
5191,Fiona,fiona92@gmail.com,25771,2024-01-29,Headphones,Tech,2,1185.38,2370.8,sales
3888,Hannah,hannah93@gmail.com,25756,2021-04-26,Headphones,Tech,7,1272.57,8908,sales
5940,Fiona,fiona96@gmail.com,40428,2024-01-16,Monitor,Tech,8,159.52,1276.2,sales
3271,Bob,bob97@gmail.com,30740,2021-02-15,Mouse,Furniture,-2,1102.89,-2205.8,Returns
4019,Charlie,charlie101@gmail.com,32295,2024-09-04,Phone,Tech,0,1277.41,0,"No Sales"
1209,Eva,eva102@gmail.com,23096,2023-03-09,Tablet,Tech,9,1053.21,9478.9,sales
4966,Fiona,fiona103@gmail.com,39432,2021-02-21,Phone,Accessories,6,935.3,5611.8,sales
4966,Alice,alice104@gmail.com,39432,2022-04-17,Keyboard,Tech,0,409.78,0,"No Sales"
1984,Fiona,fiona105@gmail.com,20921,2021-02-25,Tablet,Tech,-2,99.92,-199.8,Returns
4794,Hannah,hannah108@gmail.com,48319,2021-05-12,Tablet,Tech,1,612.47,612.5,sales
3868,Fiona,fiona110@gmail.com,45785,2022-07-20,Mouse,Tech,4,159.22,636.9,sales
1683,Charlie,charlie111@gmail.com,33006,2021-03-01,Phone,Tech,-2,489.02,-978,Returns
1903,David,david112@gmail.com,42860,2022-09-13,Tablet,Furniture,7,74.18,519.3,sales
1903,Fiona,fiona113@gmail.com,42860,2024-10-06,Monitor,Furniture,1,408.1,408.1,sales
1442,Charlie,charlie114@gmail.com,29093,2021-10-07,Keyboard,Furniture,0,1239.07,0,"No Sales"
1760,Bob,bob115@gmail.com,31988,2023-05-26,Headphones,Tech,-1,1456.03,-1456,Returns
4236,Charlie,charlie117@gmail.com,27584,2024-01-19,Laptop,Tech,7,788.79,5521.5,sales
5123,Bob,bob118@gmail.com,27638,2021-01-23,Laptop,Furniture,4,523.17,2092.7,sales
3382,Charlie,charlie120@gmail.com,45742,2022-01-12,Phone,Tech,8,27.82,222.6,sales
3382,Bob,bob121@gmail.com,45742,2024-11-07,Phone,Tech,3,1322.13,3966.4,sales
2499,George,george122@gmail.com,30278,2022-05-08,Mouse,Tech,6,267.47,1604.8,sales
4812,David,david124@gmail.com,38476,2021-06-19,Headphones,Tech,-3,1349.93,-4049.8,Returns
2181,Eva,eva125@gmail.com,25460,2023-07-05,Mouse,Accessories,7,1427.22,9990.5,sales
1702,Bob,bob126@gmail.com,39880,2023-12-26,Printer,Tech,-1,1411.33,-1411.3,Returns
5328,David,david127@gmail.com,32797,2021-04-18,Printer,Tech,7,984.14,6889,sales
2041,Bob,bob128@gmail.com,22128,2023-02-13,Keyboard,Tech,1,320.01,320,sales
1124,Hannah,hannah131@gmail.com,27330,2021-11-07,Monitor,Accessories,-2,62.31,-124.6,Returns
2149,David,david132@gmail.com,32237,2024-02-27,Headphones,Furniture,6,310.07,1860.4,sales
1955,Alice,alice133@gmail.com,21690,2021-11-28,Tablet,Tech,6,624.91,3749.5,sales
1955,Hannah,hannah134@gmail.com,21690,2021-01-13,Tablet,Furniture,4,220.73,882.9,sales
4833,Charlie,charlie135@gmail.com,42589,2022-07-04,Keyboard,Tech,-3,418.53,-1255.6,Returns
4833,George,george136@gmail.com,48326,2021-02-04,Monitor,Tech,7,940.65,6584.6,sales
2501,Bob,bob137@gmail.com,25048,2021-07-24,Headphones,Tech,1,874.47,874.5,sales
4417,David,david138@gmail.com,32630,2022-02-28,Keyboard,Tech,5,171.83,859.2,sales
2111,Hannah,hannah141@gmail.com,34442,2022-01-07,Laptop,Furniture,9,695.97,6263.7,sales
4188,Eva,eva142@gmail.com,21176,2024-10-05,Headphones,Tech,-3,1168.92,-3506.8,Returns
4188,Eva,eva143@gmail.com,21176,2021-09-22,Keyboard,Tech,6,35.85,215.1,sales
5562,Charlie,charlie144@gmail.com,25249,2022-07-15,Headphones,Tech,-1,1320.37,-1320.4,Returns
1586,Eva,eva145@gmail.com,20129,2022-12-28,Headphones,Furniture,-1,214.03,-214,Returns
1586,Bob,bob146@gmail.com,20129,2023-01-05,Keyboard,Furniture,2,126.05,252.1,sales
3522,Alice,alice147@gmail.com,40745,2022-11-05,Headphones,Tech,3,1269.08,3807.2,sales
4581,Alice,alice148@gmail.com,43800,2022-05-03,Monitor,Tech,-2,359.63,-719.3,Returns
4394,Fiona,fiona149@gmail.com,44869,2024-05-30,Mouse,Tech,-3,551.22,-1653.7,Returns
5832,Charlie,charlie151@gmail.com,34055,2021-11-14,Tablet,Tech,-2,1334.36,-2668.7,Returns
5832,Eva,eva152@gmail.com,34055,2021-03-20,Mouse,Furniture,4,26.56,106.2,sales
1224,Charlie,charlie153@gmail.com,35034,2023-06-12,Headphones,Tech,5,684.55,3422.8,sales
5019,Fiona,fiona154@gmail.com,20906,2023-07-13,Laptop,Furniture,8,1034.98,8279.8,sales
3544,Charlie,charlie155@gmail.com,22015,2022-01-24,Monitor,Tech,6,225.73,1354.4,sales
5409,Charlie,charlie157@gmail.com,42884,2021-06-21,Phone,Tech,3,169.73,509.2,sales
3497,David,david158@gmail.com,39169,2022-08-01,Monitor,Tech,6,432.29,2593.7,sales
3497,Hannah,hannah159@gmail.com,39169,2021-01-31,Keyboard,Furniture,7,474.13,3318.9,sales
4586,Alice,alice160@gmail.com,34252,2024-12-22,Mouse,Tech,2,705.42,1410.8,sales
2172,Eva,eva161@gmail.com,42177,2021-01-27,Tablet,Furniture,-2,1313.84,-2627.7,Returns
1996,Hannah,hannah162@gmail.com,29181,2021-01-13,Printer,Furniture,5,947.76,4738.8,sales
4788,Hannah,hannah163@gmail.com,47290,2023-11-24,Keyboard,Furniture,1,925.84,925.8,sales
4788,Eva,eva164@gmail.com,47290,2022-12-26,Headphones,Accessories,-1,82.25,-82.2,Returns
2491,Charlie,charlie168@gmail.com,22579,2021-03-19,Printer,Furniture,7,1121.57,7851,sales
5101,David,david172@gmail.com,33365,2023-07-02,Phone,Furniture,4,371.03,1484.1,sales
5952,Alice,alice173@gmail.com,22227,2023-02-15,Monitor,Furniture,8,925.62,7405,sales
2446,Eva,eva174@gmail.com,30014,2021-05-22,Printer,Tech,1,1275.54,1275.5,sales
5745,George,george175@gmail.com,21824,2024-03-30,Headphones,Tech,7,1340.04,9380.3,sales
3820,Charlie,charlie176@gmail.com,45513,2021-05-11,Keyboard,Furniture,8,1481.97,11855.8,sales
1231,Bob,bob177@gmail.com,25578,2023-08-21,Tablet,Furniture,-2,1360.33,-2720.7,Returns
1454,Alice,alice180@gmail.com,40509,2024-10-02,Headphones,Furniture,7,1215.37,8507.6,sales
5133,Fiona,fiona182@gmail.com,29772,2024-05-18,Monitor,Furniture,-1,219.55,-219.6,Returns
5133,Charlie,charlie183@gmail.com,48860,2023-08-01,Monitor,Accessories,4,734.24,2937,sales
4559,Hannah,hannah184@gmail.com,27229,2021-01-04,Monitor,Tech,9,658.49,5926.4,sales
4559,Charlie,charlie185@gmail.com,27229,2022-02-24,Keyboard,Tech,0,209.52,0,"No Sales"
4559,David,david187@gmail.com,27229,2024-01-10,Laptop,Tech,3,13.1,39.3,sales
3603,David,david188@gmail.com,43756,2022-04-13,Keyboard,Furniture,-3,1171.73,-3515.2,Returns
5820,Hannah,hannah190@gmail.com,37214,2024-06-14,Keyboard,Furniture,8,497.94,3983.5,sales
2838,Hannah,hannah192@gmail.com,47062,2024-09-15,Mouse,Tech,-2,846.79,-1693.6,Returns
5639,Alice,alice193@gmail.com,26544,2024-05-14,Phone,Accessories,-1,102.42,-102.4,Returns
5639,Alice,alice194@gmail.com,26544,2022-02-18,Mouse,Tech,9,676.2,6085.8,sales
3713,Alice,alice196@gmail.com,22459,2023-02-20,Headphones,Tech,7,1253.67,8775.7,sales
2702,George,george197@gmail.com,48819,2021-04-07,Keyboard,Furniture,5,797.82,3989.1,sales
2702,Charlie,charlie198@gmail.com,48819,2024-08-19,Keyboard,Furniture,7,652.35,4566.4,sales
3718,David,david199@gmail.com,43130,2021-05-05,Laptop,Furniture,-1,1144.51,-1144.5,Returns
5264,Alice,alice200@gmail.com,47352,2022-04-19,Phone,Tech,7,921.02,6447.1,sales
5264,George,george201@gmail.com,47352,2021-05-31,Headphones,Tech,4,717.31,2869.2,sales
1072,Bob,bob202@gmail.com,30929,2022-04-24,Printer,Tech,-2,180.3,-360.6,Returns
4693,Bob,bob204@gmail.com,42324,2021-11-04,Mouse,Furniture,3,300.43,901.3,sales
4447,Alice,alice205@gmail.com,25207,2021-09-18,Headphones,Tech,5,841.45,4207.2,sales
2632,George,george207@gmail.com,40001,2021-11-14,Tablet,Furniture,8,148.96,1191.7,sales
2632,Alice,alice208@gmail.com,40001,2022-10-10,Phone,Accessories,9,86.03,774.3,sales
2632,Fiona,fiona209@gmail.com,40001,2024-11-21,Monitor,Tech,4,237.51,950,sales
1791,Hannah,hannah212@gmail.com,28418,2022-06-16,Headphones,Furniture,-1,184.72,-184.7,Returns
1363,Eva,eva213@gmail.com,38613,2023-10-24,Keyboard,Furniture,7,674.37,4720.6,sales
2794,Charlie,charlie216@gmail.com,40758,2022-06-26,Keyboard,Furniture,0,777.47,0,"No Sales"
2983,George,george217@gmail.com,27813,2023-09-01,Printer,Accessories,-3,1030.16,-3090.5,Returns
1037,Hannah,hannah218@gmail.com,31108,2022-09-13,Laptop,Tech,8,285.42,2283.4,sales
1037,George,george219@gmail.com,31108,2022-09-11,Laptop,Accessories,2,1263.49,2527,sales
1500,George,george220@gmail.com,28242,2024-02-04,Headphones,Tech,3,1192.96,3578.9,sales
4797,Fiona,fiona222@gmail.com,45948,2021-09-20,Mouse,Accessories,-3,287.83,-863.5,Returns
5701,Alice,alice226@gmail.com,40062,2021-11-25,Tablet,Tech,-2,747.14,-1494.3,Returns
1673,George,george227@gmail.com,27161,2021-04-01,Phone,Accessories,2,491.6,983.2,sales
3433,Bob,bob229@gmail.com,40428,2022-04-03,Headphones,Tech,-1,496.71,-496.7,Returns
4534,Hannah,hannah230@gmail.com,26988,2023-03-25,Tablet,Furniture,7,1336.88,9358.2,sales
3732,Fiona,fiona231@gmail.com,24123,2023-07-14,Printer,Furniture,9,318.83,2869.5,sales
3732,Bob,bob232@gmail.com,24123,2023-02-15,Keyboard,Tech,-3,1360.59,-4081.8,Returns
1677,Hannah,hannah234@gmail.com,47140,2021-12-02,Tablet,Furniture,2,208.61,417.2,sales
5858,George,george235@gmail.com,47058,2022-01-27,Keyboard,Tech,-1,470.77,-470.8,Returns
4000,David,david236@gmail.com,32458,2021-03-21,Phone,Accessories,-1,286.82,-286.8,Returns
4222,George,george239@gmail.com,49819,2022-07-17,Mouse,Tech,2,1254.16,2508.3,sales
5994,Hannah,hannah240@gmail.com,29633,2022-12-07,Tablet,Tech,0,358.1,0,"No Sales"
5994,Hannah,hannah241@gmail.com,29633,2022-05-12,Monitor,Tech,6,125.01,750.1,sales
5994,Eva,eva242@gmail.com,29633,2021-04-16,Tablet,Tech,3,552.62,1657.9,sales
2465,Bob,bob244@gmail.com,41509,2021-06-10,Phone,Tech,6,523.24,3139.4,sales
5464,Fiona,fiona247@gmail.com,26584,2022-12-05,Headphones,Tech,2,1041.66,2083.3,sales
1328,Hannah,hannah250@gmail.com,30333,2023-09-26,Headphones,Accessories,1,783.71,783.7,sales
1211,Charlie,charlie251@gmail.com,46173,2021-12-25,Keyboard,Tech,-2,1299.7,-2599.4,Returns
5376,Alice,alice252@gmail.com,27286,2023-02-18,Keyboard,Tech,-3,184.78,-554.3,Returns
5376,Charlie,charlie253@gmail.com,27286,2022-11-15,Laptop,Tech,3,295.27,885.8,sales
2534,Eva,eva254@gmail.com,32238,2024-03-08,Tablet,Tech,-3,689.87,-2069.6,Returns
5315,Hannah,hannah255@gmail.com,25851,2023-11-18,Tablet,Furniture,4,745.69,2982.8,sales
5315,George,george256@gmail.com,25851,2021-12-30,Laptop,Tech,5,372.56,1862.8,sales
1868,Fiona,fiona257@gmail.com,49518,2024-08-17,Laptop,Accessories,4,354.51,1418,sales
2122,George,george258@gmail.com,30367,2022-02-25,Printer,Furniture,6,462.1,2772.6,sales
2872,George,george260@gmail.com,29859,2024-07-03,Printer,Furniture,3,615.1,1845.3,sales
5881,Fiona,fiona261@gmail.com,30579,2023-11-14,Laptop,Accessories,-2,1051.05,-2102.1,Returns
3002,Alice,alice262@gmail.com,38064,2022-08-06,Monitor,Furniture,8,1067.68,8541.4,sales
3002,Eva,eva263@gmail.com,38064,2024-05-25,Tablet,Accessories,7,34.92,244.4,sales
3002,Bob,bob264@gmail.com,38064,2021-03-03,Headphones,Tech,7,1483.24,10382.7,sales
5010,Eva,eva265@gmail.com,41798,2021-12-09,Keyboard,Tech,3,850.75,2552.2,sales
5255,Eva,eva266@gmail.com,29188,2022-07-08,Laptop,Tech,-1,257.03,-257,Returns
2959,Eva,eva268@gmail.com,44607,2023-05-27,Monitor,Furniture,4,829.86,3319.4,sales
5134,Charlie,charlie269@gmail.com,48398,2023-04-04,Keyboard,Tech,4,485.88,1943.5,sales
1188,Hannah,hannah270@gmail.com,33176,2024-02-28,Laptop,Accessories,1,284.35,284.4,sales
3997,David,david271@gmail.com,42201,2022-12-25,Mouse,Furniture,1,654.59,654.6,sales
3997,Alice,alice272@gmail.com,42201,2022-06-27,Phone,Tech,5,1391.83,6959.2,sales
3997,Fiona,fiona273@gmail.com,42201,2022-08-22,Headphones,Tech,-3,470.09,-1410.3,Returns
2968,Eva,eva274@gmail.com,35805,2022-02-27,Laptop,Furniture,4,662.51,2650,sales
2968,David,david276@gmail.com,35805,2022-01-14,Laptop,Tech,-2,986.64,-1973.3,Returns
5894,Charlie,charlie277@gmail.com,49866,2021-09-14,Tablet,Tech,9,445.92,4013.3,sales
4389,Fiona,fiona278@gmail.com,38678,2024-07-02,Printer,Tech,-1,829.18,-829.2,Returns
5682,Hannah,hannah279@gmail.com,28785,2022-06-18,Headphones,Accessories,1,1273.3,1273.3,sales
5998,Charlie,charlie280@gmail.com,43406,2021-05-29,Monitor,Tech,6,152.54,915.2,sales
1128,David,david281@gmail.com,24852,2023-05-04,Laptop,Tech,4,732.14,2928.6,sales
2235,Hannah,hannah286@gmail.com,47919,2024-11-10,Keyboard,Accessories,0,229.55,0,"No Sales"
5604,George,george287@gmail.com,45771,2023-07-31,Printer,Tech,7,912.62,6388.3,sales
3638,Charlie,charlie288@gmail.com,37336,2021-02-09,Laptop,Tech,9,506.52,4558.7,sales
2579,Charlie,charlie289@gmail.com,27358,2022-12-08,Laptop,Accessories,9,174.17,1567.5,sales
1018,Charlie,charlie290@gmail.com,32275,2023-09-26,Monitor,Tech,3,1419.51,4258.5,sales
3621,Charlie,charlie292@gmail.com,30015,2021-04-08,Printer,Furniture,7,412.29,2886,sales
3279,Alice,alice295@gmail.com,24955,2023-08-27,Laptop,Tech,-1,1479.88,-1479.9,Returns
2026,Alice,alice296@gmail.com,25727,2024-10-04,Monitor,Tech,-2,541.96,-1083.9,Returns
5296,Eva,eva297@gmail.com,32679,2021-10-13,Tablet,Tech,8,550.92,4407.4,sales
1731,Hannah,hannah301@gmail.com,45712,2022-12-31,Monitor,Tech,2,957.78,1915.6,sales
2229,Hannah,hannah303@gmail.com,36297,2022-08-08,Mouse,Furniture,0,281.66,0,"No Sales"
1750,Fiona,fiona305@gmail.com,41584,2021-09-25,Laptop,Tech,-1,1338.09,-1338.1,Returns
5453,Charlie,charlie306@gmail.com,25269,2024-06-11,Headphones,Accessories,3,1104.3,3312.9,sales
3527,Bob,bob307@gmail.com,32256,2024-03-24,Laptop,Tech,6,1051.69,6310.1,sales
4066,David,david308@gmail.com,38984,2023-11-07,Headphones,Tech,2,111.43,222.9,sales
4066,David,david309@gmail.com,38984,2022-12-08,Mouse,Furniture,3,1208.99,3627,sales
4908,George,george310@gmail.com,20422,2024-09-22,Tablet,Accessories,9,1414.79,12733.1,sales
1214,Eva,eva311@gmail.com,36787,2024-01-19,Headphones,Tech,8,820.18,6561.4,sales
5212,Alice,alice317@gmail.com,49309,2021-08-25,Phone,Furniture,4,1111.83,4447.3,sales
1529,Charlie,charlie319@gmail.com,28617,2022-03-05,Tablet,Tech,-2,1155.54,-2311.1,Returns
3846,Charlie,charlie320@gmail.com,28190,2021-07-18,Keyboard,Furniture,3,1407.22,4221.7,sales
4648,Hannah,hannah321@gmail.com,29029,2024-09-07,Mouse,Tech,9,1453.02,13077.2,sales
2527,Charlie,charlie322@gmail.com,22706,2023-06-22,Phone,Furniture,3,659.15,1977.4,sales
3874,Charlie,charlie323@gmail.com,45225,2022-01-02,Headphones,Furniture,-1,845.33,-845.3,Returns
1519,George,george324@gmail.com,25256,2023-08-16,Monitor,Accessories,1,803.1,803.1,sales
1519,Bob,bob325@gmail.com,25256,2023-06-20,Printer,Tech,5,930.93,4654.6,sales
1877,George,george328@gmail.com,22527,2022-12-14,Monitor,Tech,4,265.8,1063.2,sales
4857,David,david329@gmail.com,40528,2023-01-01,Mouse,Tech,0,336.86,0,"No Sales"
4103,Hannah,hannah331@gmail.com,22135,2021-12-09,Keyboard,Furniture,2,1118.37,2236.7,sales
3123,David,david332@gmail.com,33536,2023-04-26,Phone,Tech,5,847.86,4239.3,sales
4972,David,david334@gmail.com,28820,2021-02-23,Printer,Accessories,0,793.89,0,"No Sales"
2625,George,george336@gmail.com,37072,2024-06-17,Printer,Tech,-2,1330.87,-2661.7,Returns
4500,Fiona,fiona337@gmail.com,38278,2021-10-04,Tablet,Tech,-3,694.74,-2084.2,Returns
5824,Eva,eva338@gmail.com,31036,2021-03-29,Laptop,Tech,2,301.05,602.1,sales
4551,Hannah,hannah341@gmail.com,30254,2021-11-15,Laptop,Furniture,9,70.03,630.3,sales
3128,Bob,bob345@gmail.com,46551,2022-02-25,Printer,Furniture,3,1055.81,3167.4,sales
4119,David,david346@gmail.com,21164,2021-03-18,Tablet,Accessories,0,912.68,0,"No Sales"
1526,David,david347@gmail.com,43626,2021-10-27,Headphones,Tech,-1,1135.53,-1135.5,Returns
4984,Fiona,fiona348@gmail.com,44371,2023-01-27,Phone,Tech,8,1012.7,8101.6,sales
4984,Bob,bob349@gmail.com,44371,2022-10-22,Phone,Accessories,4,909.29,3637.2,sales
3327,David,david350@gmail.com,38363,2021-03-12,Printer,Accessories,-1,635.47,-635.5,Returns
3854,Charlie,charlie351@gmail.com,41150,2023-09-14,Phone,Accessories,2,569.61,1139.2,sales
4294,Charlie,charlie353@gmail.com,30090,2022-10-29,Printer,Tech,9,654.87,5893.8,sales
3801,Fiona,fiona354@gmail.com,42646,2022-10-11,Phone,Tech,7,516.58,3616.1,sales
1964,Eva,eva355@gmail.com,41560,2021-07-19,Printer,Tech,-1,859.77,-859.8,Returns
1596,Hannah,hannah356@gmail.com,20779,2024-05-03,Monitor,Tech,5,610.67,3053.4,sales
4139,Eva,eva357@gmail.com,34362,2024-01-22,Printer,Tech,5,1402.42,7012.1,sales
4159,Eva,eva358@gmail.com,31091,2024-11-01,Tablet,Furniture,6,867.22,5203.3,sales
1388,Hannah,hannah363@gmail.com,38589,2023-11-02,Headphones,Tech,4,729.95,2919.8,sales
2773,Bob,bob364@gmail.com,37701,2021-01-06,Headphones,Accessories,-2,1444.6,-2889.2,Returns
3894,Hannah,hannah365@gmail.com,24411,2022-12-05,Printer,Tech,9,105.48,949.3,sales
3894,Charlie,charlie366@gmail.com,24411,2021-10-03,Laptop,Furniture,9,393.85,3544.6,sales
1885,Charlie,charlie368@gmail.com,22335,2021-09-12,Monitor,Tech,1,105.52,105.5,sales
5309,Eva,eva369@gmail.com,45598,2022-01-27,Printer,Tech,5,558.36,2791.8,sales
1814,Alice,alice370@gmail.com,23921,2021-09-11,Phone,Tech,6,521.31,3127.9,sales
1814,David,david371@gmail.com,23921,2021-06-29,Phone,Tech,2,879.6,1759.2,sales
1777,Eva,eva373@gmail.com,47472,2023-04-08,Monitor,Furniture,4,747.52,2990.1,sales
2112,Charlie,charlie374@gmail.com,45440,2021-06-02,Mouse,Tech,0,336.98,0,"No Sales"
4897,Fiona,fiona375@gmail.com,23968,2021-08-25,Mouse,Tech,9,292.54,2632.9,sales
5322,George,george378@gmail.com,39981,2024-07-09,Monitor,Tech,-2,1408.72,-2817.4,Returns
5545,Fiona,fiona379@gmail.com,35368,2023-01-12,Keyboard,Tech,-3,1099.75,-3299.2,Returns
1914,David,david380@gmail.com,21357,2022-05-25,Keyboard,Furniture,-1,1091.99,-1092,Returns
5418,David,david381@gmail.com,30804,2022-06-27,Tablet,Accessories,4,955,3820,sales
5180,David,david382@gmail.com,25634,2024-04-22,Printer,Tech,4,1232.83,4931.3,sales
